provider_symbol,missing_pair_count,missing_session_mask_hex
603987.SH,21,1fffff
603988.SH,21,1fffff
603989.SH,21,1fffff
603990.SH,21,1fffff
603991.SH,21,1fffff
603992.SH,21,1fffff
603993.SH,21,1fffff
603995.SH,21,1fffff
603997.SH,21,1fffff
603998.SH,21,1fffff
603999.SH,21,1fffff
605001.SH,21,1fffff
605003.SH,21,1fffff
605005.SH,21,1fffff
605006.SH,21,1fffff
605007.SH,21,1fffff
605008.SH,21,1fffff
605009.SH,21,1fffff
605011.SH,21,1fffff
605016.SH,21,1fffff
605018.SH,21,1fffff
605020.SH,21,1fffff
605028.SH,21,1fffff
605033.SH,21,1fffff
605050.SH,21,1fffff
605055.SH,21,1fffff
605056.SH,21,1fffff
605058.SH,21,1fffff
605060.SH,21,1fffff
605066.SH,21,1fffff
605068.SH,21,1fffff
605069.SH,21,1fffff
605077.SH,21,1fffff
605080.SH,21,1fffff
605081.SH,21,1fffff
605086.SH,21,1fffff
605088.SH,21,1fffff
605089.SH,21,1fffff
605090.SH,21,1fffff
605098.SH,21,1fffff
605099.SH,21,1fffff
605100.SH,21,1fffff
605108.SH,21,1fffff
605111.SH,21,1fffff
605116.SH,21,1fffff
605117.SH,21,1fffff
605118.SH,21,1fffff
605122.SH,21,1fffff
605123.SH,21,1fffff
605128.SH,21,1fffff
605133.SH,21,1fffff
605136.SH,21,1fffff
605138.SH,21,1fffff
605151.SH,21,1fffff
605155.SH,21,1fffff
605158.SH,21,1fffff
605162.SH,21,1fffff
605166.SH,21,1fffff
605167.SH,21,1fffff
605168.SH,21,1fffff
605169.SH,21,1fffff
605177.SH,21,1fffff
605178.SH,21,1fffff
605179.SH,21,1fffff
605180.SH,21,1fffff
605183.SH,21,1fffff
605186.SH,21,1fffff
605188.SH,21,1fffff
605189.SH,21,1fffff
605196.SH,21,1fffff
605198.SH,21,1fffff
605199.SH,21,1fffff
605208.SH,21,1fffff
605218.SH,21,1fffff
605222.SH,21,1fffff
605228.SH,21,1fffff
605255.SH,21,1fffff
605258.SH,21,1fffff
605259.SH,21,1fffff
605266.SH,21,1fffff
605268.SH,21,1fffff
605277.SH,21,1fffff
605286.SH,21,1fffff
605287.SH,21,1fffff
605288.SH,21,1fffff
605289.SH,21,1fffff
605296.SH,21,1fffff
605298.SH,21,1fffff
605299.SH,21,1fffff
605300.SH,21,1fffff
605303.SH,21,1fffff
605305.SH,21,1fffff
605318.SH,21,1fffff
605319.SH,21,1fffff
605333.SH,21,1fffff
605336.SH,21,1fffff
605337.SH,21,1fffff
605338.SH,21,1fffff
605339.SH,21,1fffff
605358.SH,21,1fffff
605365.SH,21,1fffff
605366.SH,21,1fffff
605368.SH,21,1fffff
605369.SH,21,1fffff
605376.SH,21,1fffff
605377.SH,21,1fffff
605378.SH,21,1fffff
605388.SH,21,1fffff
605389.SH,21,1fffff
605398.SH,21,1fffff
605399.SH,21,1fffff
605488.SH,21,1fffff
605499.SH,21,1fffff
605500.SH,21,1fffff
605507.SH,21,1fffff
605555.SH,21,1fffff
605566.SH,21,1fffff
605567.SH,21,1fffff
605577.SH,21,1fffff
605580.SH,21,1fffff
605588.SH,21,1fffff
605589.SH,21,1fffff
605598.SH,21,1fffff
605599.SH,21,1fffff
688001.SH,21,1fffff
688002.SH,21,1fffff
688003.SH,21,1fffff
688004.SH,21,1fffff
688005.SH,21,1fffff
688006.SH,21,1fffff
688007.SH,21,1fffff
688008.SH,21,1fffff
688009.SH,21,1fffff
688010.SH,21,1fffff
688011.SH,21,1fffff
688012.SH,21,1fffff
688013.SH,21,1fffff
688015.SH,21,1fffff
688016.SH,21,1fffff
688017.SH,21,1fffff
688018.SH,21,1fffff
688019.SH,21,1fffff
688020.SH,21,1fffff
688021.SH,21,1fffff
688022.SH,21,1fffff
688023.SH,21,1fffff
688025.SH,21,1fffff
688026.SH,21,1fffff
688027.SH,21,1fffff
688028.SH,21,1fffff
688029.SH,21,1fffff
688030.SH,21,1fffff
688032.SH,21,1fffff
688033.SH,21,1fffff
688035.SH,10,1ff800
688036.SH,21,1fffff
688037.SH,21,1fffff
688038.SH,21,1fffff
688039.SH,21,1fffff
688041.SH,21,1fffff
688045.SH,21,1fffff
688046.SH,21,1fffff
688047.SH,21,1fffff
688048.SH,21,1fffff
688049.SH,21,1fffff
688050.SH,21,1fffff
688051.SH,21,1fffff
688052.SH,21,1fffff
688053.SH,21,1fffff
688055.SH,21,1fffff
688056.SH,21,1fffff
688057.SH,21,1fffff
688058.SH,21,1fffff
688059.SH,21,1fffff
688060.SH,21,1fffff
688062.SH,21,1fffff
688063.SH,21,1fffff
688065.SH,21,1fffff
688066.SH,21,1fffff
688067.SH,21,1fffff
688068.SH,21,1fffff
688069.SH,21,1fffff
688070.SH,21,1fffff
688071.SH,21,1fffff
688072.SH,21,1fffff
688075.SH,21,1fffff
688076.SH,21,1fffff
688077.SH,21,1fffff
688078.SH,21,1fffff
688079.SH,21,1fffff
688080.SH,21,1fffff
688081.SH,21,1fffff
688082.SH,21,1fffff
688083.SH,21,1fffff
688085.SH,21,1fffff
688086.SH,21,1fffff
688087.SH,21,1fffff
688088.SH,21,1fffff
688089.SH,21,1fffff
688090.SH,21,1fffff
688091.SH,21,1fffff
688092.SH,21,1fffff
688093.SH,21,1fffff
688095.SH,21,1fffff
688096.SH,21,1fffff
688097.SH,21,1fffff
688098.SH,21,1fffff
688099.SH,21,1fffff
688100.SH,21,1fffff
688101.SH,21,1fffff
688102.SH,21,1fffff
688103.SH,21,1fffff
688105.SH,21,1fffff
688106.SH,21,1fffff
688107.SH,21,1fffff
688108.SH,21,1fffff
688109.SH,21,1fffff
688110.SH,21,1fffff
688111.SH,21,1fffff
688112.SH,21,1fffff
688113.SH,21,1fffff
688114.SH,15,1fffc0
688115.SH,21,1fffff
688116.SH,21,1fffff
688117.SH,21,1fffff
688118.SH,21,1fffff
688119.SH,21,1fffff
688120.SH,21,1fffff
688121.SH,21,1fffff
688122.SH,21,1fffff
688123.SH,21,1fffff
688125.SH,21,1fffff
688126.SH,21,1fffff
688127.SH,21,1fffff
688128.SH,21,1fffff
688129.SH,21,1fffff
688130.SH,21,1fffff
688131.SH,21,1fffff
688132.SH,6,1f8000
688133.SH,21,1fffff
688135.SH,21,1fffff
688136.SH,21,1fffff
688137.SH,2,180000
688138.SH,21,1fffff
688139.SH,21,1fffff
688148.SH,21,1fffff
688150.SH,21,1fffff
688151.SH,21,1fffff
688153.SH,21,1fffff
688155.SH,21,1fffff
688156.SH,21,1fffff
688157.SH,21,1fffff
688158.SH,21,1fffff
688159.SH,21,1fffff
688160.SH,21,1fffff
688161.SH,21,1fffff
688162.SH,21,1fffff
688163.SH,21,1fffff
688165.SH,21,1fffff
688166.SH,21,1fffff
688167.SH,21,1fffff
688168.SH,21,1fffff
688169.SH,21,1fffff
688170.SH,21,1fffff
688171.SH,21,1fffff
688173.SH,21,1fffff
688175.SH,21,1fffff
688176.SH,21,1fffff
688177.SH,21,1fffff
688178.SH,21,1fffff
688179.SH,21,1fffff
688180.SH,21,1fffff
688181.SH,21,1fffff
688182.SH,21,1fffff
688183.SH,21,1fffff
688184.SH,10,1ff800
688185.SH,21,1fffff
688186.SH,21,1fffff
688187.SH,21,1fffff
688188.SH,21,1fffff
688189.SH,21,1fffff
688190.SH,21,1fffff
688191.SH,21,1fffff
688192.SH,21,1fffff
688193.SH,21,1fffff
688195.SH,21,1fffff
688196.SH,21,1fffff
688197.SH,21,1fffff
688198.SH,21,1fffff
688199.SH,21,1fffff
688200.SH,21,1fffff
688201.SH,21,1fffff
688202.SH,21,1fffff
688203.SH,21,1fffff
688205.SH,21,1fffff
688206.SH,21,1fffff
688207.SH,21,1fffff
688208.SH,21,1fffff
688209.SH,21,1fffff
688210.SH,21,1fffff
688211.SH,21,1fffff
688212.SH,21,1fffff
688213.SH,21,1fffff
688215.SH,21,1fffff
688216.SH,21,1fffff
688217.SH,21,1fffff
688218.SH,21,1fffff
688219.SH,21,1fffff
688220.SH,21,1fffff
688221.SH,21,1fffff
688222.SH,21,1fffff
688223.SH,21,1fffff
688225.SH,21,1fffff
688226.SH,21,1fffff
688227.SH,21,1fffff
688228.SH,21,1fffff
688229.SH,21,1fffff
688230.SH,21,1fffff
688231.SH,21,1fffff
688232.SH,21,1fffff
688233.SH,21,1fffff
688234.SH,21,1fffff
688235.SH,21,1fffff
688236.SH,21,1fffff
688237.SH,21,1fffff
688238.SH,21,1fffff
688239.SH,21,1fffff
688246.SH,21,1fffff
688247.SH,21,1fffff
688248.SH,21,1fffff
688251.SH,21,1fffff
688252.SH,4,1e0000
688253.SH,21,1fffff
688255.SH,21,1fffff
688256.SH,21,1fffff
688257.SH,21,1fffff
688258.SH,21,1fffff
688259.SH,21,1fffff
688260.SH,21,1fffff
688261.SH,21,1fffff
688262.SH,21,1fffff
688265.SH,21,1fffff
688266.SH,21,1fffff
688267.SH,21,1fffff
688268.SH,21,1fffff
688269.SH,21,1fffff
688270.SH,21,1fffff
688271.SH,21,1fffff
688272.SH,21,1fffff
688273.SH,21,1fffff
688275.SH,2,180000
688276.SH,21,1fffff
688277.SH,21,1fffff
688278.SH,21,1fffff
688279.SH,21,1fffff
688280.SH,21,1fffff
688281.SH,21,1fffff
688282.SH,21,1fffff
688283.SH,21,1fffff
688285.SH,21,1fffff
688286.SH,21,1fffff
688287.SH,21,1fffff
688288.SH,21,1fffff
688289.SH,21,1fffff
688290.SH,21,1fffff
688292.SH,21,1fffff
688293.SH,20,1ffffe
688295.SH,21,1fffff
688296.SH,21,1fffff
688297.SH,21,1fffff
688298.SH,21,1fffff
688299.SH,21,1fffff
688300.SH,21,1fffff
688301.SH,21,1fffff
688302.SH,21,1fffff
688303.SH,21,1fffff
688305.SH,21,1fffff
688306.SH,21,1fffff
688308.SH,21,1fffff
688309.SH,21,1fffff
688310.SH,21,1fffff
688311.SH,21,1fffff
688312.SH,21,1fffff
688313.SH,21,1fffff
688314.SH,21,1fffff
688315.SH,21,1fffff
688316.SH,21,1fffff
688317.SH,21,1fffff
688318.SH,21,1fffff
688319.SH,21,1fffff
688320.SH,21,1fffff
688321.SH,21,1fffff
688322.SH,21,1fffff
688323.SH,21,1fffff
688325.SH,21,1fffff
688326.SH,21,1fffff
688327.SH,21,1fffff
688328.SH,21,1fffff
688329.SH,21,1fffff
688330.SH,21,1fffff
688331.SH,21,1fffff
688332.SH,21,1fffff
688333.SH,21,1fffff
688335.SH,21,1fffff
688336.SH,21,1fffff
688337.SH,21,1fffff
688338.SH,21,1fffff
688339.SH,21,1fffff
688345.SH,21,1fffff
688348.SH,21,1fffff
688349.SH,21,1fffff
688350.SH,21,1fffff
688351.SH,21,1fffff
688353.SH,21,1fffff
688355.SH,21,1fffff
688356.SH,21,1fffff
688357.SH,21,1fffff
688358.SH,21,1fffff
688359.SH,21,1fffff
688360.SH,21,1fffff
688363.SH,21,1fffff
688365.SH,21,1fffff
688366.SH,21,1fffff
688367.SH,21,1fffff
688368.SH,21,1fffff
688369.SH,21,1fffff
688370.SH,21,1fffff
688371.SH,21,1fffff
688373.SH,21,1fffff
688375.SH,21,1fffff
688377.SH,21,1fffff
688378.SH,21,1fffff
688379.SH,21,1fffff
688380.SH,21,1fffff
688381.SH,21,1fffff
688382.SH,21,1fffff
688383.SH,21,1fffff
688385.SH,21,1fffff
688386.SH,21,1fffff
688387.SH,5,1f0000
688388.SH,21,1fffff
688389.SH,21,1fffff
688390.SH,21,1fffff
688391.SH,14,1fff80
688392.SH,4,1e0000
688393.SH,21,1fffff
688395.SH,21,1fffff
688396.SH,21,1fffff
688398.SH,21,1fffff
688399.SH,21,1fffff
688400.SH,21,1fffff
688401.SH,21,1fffff
688403.SH,21,1fffff
688408.SH,21,1fffff
688416.SH,21,1fffff
688418.SH,21,1fffff
688425.SH,21,1fffff
688428.SH,8,1fe000
688439.SH,21,1fffff
688448.SH,8,1fe000
688455.SH,12,1ffe00
688456.SH,21,1fffff
688466.SH,21,1fffff
688468.SH,21,1fffff
688488.SH,21,1fffff
688499.SH,21,1fffff
688500.SH,21,1fffff
688501.SH,21,1fffff
688505.SH,21,1fffff
688508.SH,21,1fffff
688509.SH,21,1fffff
688510.SH,21,1fffff
688511.SH,21,1fffff
688513.SH,21,1fffff
688516.SH,21,1fffff
688517.SH,21,1fffff
688518.SH,21,1fffff
688519.SH,21,1fffff
688520.SH,21,1fffff
688521.SH,21,1fffff
688526.SH,21,1fffff
688528.SH,21,1fffff
688529.SH,21,1fffff
688533.SH,21,1fffff
688536.SH,21,1fffff
688538.SH,21,1fffff
688550.SH,21,1fffff
688551.SH,21,1fffff
688553.SH,21,1fffff
688555.SH,21,1fffff
688556.SH,21,1fffff
688557.SH,21,1fffff
688558.SH,21,1fffff
688559.SH,21,1fffff
688560.SH,21,1fffff
688561.SH,21,1fffff
688565.SH,21,1fffff
688566.SH,21,1fffff
688567.SH,21,1fffff
688568.SH,21,1fffff
688569.SH,21,1fffff
688571.SH,21,1fffff
688575.SH,21,1fffff
688577.SH,21,1fffff
688578.SH,21,1fffff
688579.SH,21,1fffff
688580.SH,21,1fffff
688585.SH,21,1fffff
688586.SH,21,1fffff
688588.SH,21,1fffff
688589.SH,21,1fffff
688590.SH,21,1fffff
688595.SH,21,1fffff
688596.SH,21,1fffff
688597.SH,21,1fffff
688598.SH,21,1fffff
688599.SH,21,1fffff
688600.SH,21,1fffff
688601.SH,21,1fffff
688606.SH,21,1fffff
688607.SH,21,1fffff
688608.SH,21,1fffff
688609.SH,21,1fffff
688611.SH,21,1fffff
688613.SH,21,1fffff
688616.SH,21,1fffff
688617.SH,21,1fffff
688618.SH,21,1fffff
688619.SH,21,1fffff
688621.SH,21,1fffff
688622.SH,21,1fffff
688625.SH,21,1fffff
688626.SH,21,1fffff
688628.SH,21,1fffff
688630.SH,21,1fffff
688633.SH,21,1fffff
688636.SH,21,1fffff
688639.SH,21,1fffff
688655.SH,21,1fffff
688656.SH,21,1fffff
688658.SH,21,1fffff
688659.SH,21,1fffff
688660.SH,21,1fffff
688661.SH,21,1fffff
688662.SH,21,1fffff
688663.SH,21,1fffff
688665.SH,21,1fffff
688667.SH,21,1fffff
688668.SH,21,1fffff
688669.SH,21,1fffff
688670.SH,21,1fffff
688676.SH,21,1fffff
688677.SH,21,1fffff
688678.SH,21,1fffff
688679.SH,21,1fffff
688680.SH,21,1fffff
688681.SH,21,1fffff
688682.SH,21,1fffff
688683.SH,21,1fffff
688685.SH,21,1fffff
688686.SH,21,1fffff
688687.SH,21,1fffff
688689.SH,21,1fffff
688690.SH,21,1fffff
688696.SH,21,1fffff
688697.SH,21,1fffff
688698.SH,21,1fffff
688699.SH,21,1fffff
688700.SH,21,1fffff
688701.SH,21,1fffff
688707.SH,21,1fffff
688711.SH,21,1fffff
688718.SH,21,1fffff
688722.SH,21,1fffff
688728.SH,21,1fffff
688733.SH,21,1fffff
688737.SH,21,1fffff
688739.SH,21,1fffff
688766.SH,21,1fffff
688767.SH,21,1fffff
688768.SH,21,1fffff
688772.SH,21,1fffff
688776.SH,21,1fffff
688777.SH,21,1fffff
688778.SH,21,1fffff
688779.SH,21,1fffff
688786.SH,21,1fffff
688787.SH,21,1fffff
688788.SH,21,1fffff
688789.SH,21,1fffff
688793.SH,21,1fffff
688798.SH,21,1fffff
688799.SH,21,1fffff
688800.SH,21,1fffff
688819.SH,21,1fffff
688981.SH,21,1fffff
689009.SH,21,1fffff
